Control_Count,Date_Replied,Status,Unique_identifier,Likely_to_recommend_Online_Site_MY_SITE,Purchased_from_Site_A,Purchased_from_Site_B,Purchased_from_Site_C,Purchased_from_Site_D,Purchased_from_Site_E,Purchased_from_Site_F,Purchased_from_Site_G,Purchased_from_Site_H,Purchased_from_Site_I,Purchased_from_Site_J,Purchased_from_Site_K,Purchased_from_Site_L,Purchased_from_Site_M,Purchased_from_Site_N,Purchased_from_Site_O,Purchased_from_Site_P,Purchased_from_Site_Q,Purchased_from_Site_R,Purchased_from_Site_S,Purchased_from_Site_T,Purchased_from_Site_U,Purchased_from_Site_V,Purchased_from_Site_W,Purchased_from_Site_X,Purchased_from_Site_Y,Purchased_from_MY_SITE_only,No_of_Online_Sites_used,MYSITE_Rank,Sales_reps_Responsiveness,Sales_reps_ease_of_making_contact,Sales_reps_general_attitude,Sales_reps_quotation,Sales_reps_relationship,Sales_reps_overall_satisfaction,Customer_service_Responsiveness,Customer_service_Ease_of_making_contact,Customer_service_general_attitude,Customer_service_Knowledge_of_business,Customer_service_issue_resolution,Customer_service_keeping_customers_informed,Customer_service_Overall_satisfaction,Delivery_on_time_schedules,Delivery_on_time_coverage,Delivery_on_time_keeping_customers_informed,Delivery_on_time_accuracy_transit_time,Delivery_on_time_availability_of_products,Delivery_on_time_speed,Delivery_on_time_Overall_satisfaction,Ease_of_business_booking,Ease_of_business_documentation,Ease_of_business_invoicing,Ease_of_business_online_system,Ease_of_business_overall_satisfaction,Improving_business_opps_knowledge_of_business,Improving_business_opps_understanding_of_needs,Improving_business_opps_demonstrating_opps,Improving_business_opps_specific_offers,Improving_business_opps_overall_satisfaction,Overall_Satisfaction_taking_everything_into_account,Proportion_of_purchase_made_with_MY_SITE,Future_proportion_of_purchase_made_at_MY_SITE
Day 1,08-07-2015,COMPLETED,1581116011610,0,1,1,,,,1,1,1,1,1,1,,,,1,1,,,,,1,,1,1,,,14,14,1,1,1,1,5,1,1,1,1,1,1,1,1,8,8,5,8,8,5,5,8,8,8,1,1,1,1,1,1,1,2,1% to 5%,Stay the same
Day 1,08-07-2015,COMPLETED,1961116038903,10,1,,,,,,,,,,,,,,,1,,1,,,1,1,,,,,6,1,8,9,8,8,,8,9,9,8,9,8,9,10,10,10,7,99,99,,9,8,,9,9,9,7,8,9,9,8,10,51% to 75%,Stay the same
Day 1,09-07-2015,COMPLETED,1121116031311,8,,1,,,,1,,1,1,1,,,,1,1,1,1,,1,,,,,,,,11,,5,5,6,6,5,5,5,5,5,6,5,4,5,7,7,7,7,6,4,7,,,,,7,6,6,7,7,6,8,51% to 75%,Increase
Day 1,08-07-2015,COMPLETED,1071116032168,8,,,1,,1,1,,,1,,,,,,1,,,,,,,,1,1,,,8,4,9,9,10,9,10,9,8,8,9,10,10,8,9,8,10,7,8,9,8,9,9,9,8,7,8,10,9,8,9,9,8,1% to 5%,Prefer not to say
Day 1,08-07-2015,COMPLETED,1531116002668,4,1,1,,,,,1,,1,,,,,,1,1,,,,,1,,,,,,9,3,7,9,7,6,9,8,1,8,3,0,0,0,0,3,3,0,0,1,1,1,3,3,0,3,2,6,4,3,6,5,3,51% to 75%,Increase
Day 1,08-07-2015,COMPLETED,1051116017355,9,,,,,1,,,,,,,,,,,,,,,,,,1,,,,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,7,8,9,8,10,9,9,9,9,,9,9,10,10,10,10,10,10,6% to 15%,
Day 1,08-07-2015,COMPLETED,1081116036267,7,1,,,,,1,,,,1,1,,,1,,1,,,,,,,,,,,7,3,9,7,9,8,9,8,7,7,7,7,7,4,5,8,6,6,8,8,8,7,8,8,99,8,8,9,,9,9,9,8,26% to 50%,Stay the same
Day 1,08-07-2015,COMPLETED,1831116021706,8,1,,1,,1,1,,1,,1,,,,,,1,1,,,,,,1,1,,,11,,10,10,10,7,10,10,10,10,10,10,9,10,10,9,8,8,9,8,8,10,9,8,9,9,9,10,10,10,10,10,9,16% to 25%,Stay the same
Day 1,08-07-2015,COMPLETED,1691116026715,10,1,1,1,1,,1,1,,1,1,1,,,1,1,,,,,,,1,,,,,14,1,9,9,9,9,9,10,9,9,9,9,9,9,10,10,10,10,10,10,10,10,8,8,8,6,10,8,8,8,8,9,10,16% to 25%,Prefer not to say
Day 1,08-07-2015,COMPLETED,1011116022486,6,1,1,,,1,1,,1,1,1,1,,,1,1,1,1,,,,1,1,,1,,,16,5,6,7,8,6,8,7,3,3,3,1,1,5,2,7,7,5,7,6,7,7,8,5,4,2,5,8,8,8,7,7,6,26% to 50%,Stay the same
Day 1,08-07-2015,COMPLETED,1921116028238,4,1,1,1,,1,1,1,,1,1,,1,,1,,1,1,,1,,,,1,1,,,17,5,5,5,5,4,5,4,3,3,5,5,3,3,3,3,2,2,3,4,2,2,3,4,4,3,3,3,3,3,3,3,4,1% to 5%,Don’t know
Day 1,08-07-2015,COMPLETED,1429816000341,6,1,1,1,,,1,,1,1,1,1,,,,1,1,,,,1,,,1,1,,,14,6,8,8,10,8,8,9,8,7,10,8,8,5,9,7,9,5,7,7,7,4,6,6,6,6,5,8,9,7,8,8,6,6% to 15%,Stay the same
Day 1,08-07-2015,COMPLETED,1031116037614,9,1,1,1,,1,,,1,,1,,,,,1,1,,1,,,,1,1,,,,12,8,8,8,8,9,8,8,9,9,9,9,9,7,9,8,8,7,7,9,9,8,9,9,9,10,9,8,8,8,8,8,9,26% to 50%,Don’t know
Day 1,08-07-2015,COMPLETED,1571116036837,0,1,,,,,,,,1,1,,,,,,,,,,,1,,,,,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76% to 99%,Decrease
Day 1,08-07-2015,COMPLETED,1981116005712,3,,,,,,,1,,1,,,,,,1,1,,,,,,1,,,,,6,,5,5,8,5,8,5,99,99,99,99,99,99,99,5,0,5,5,3,3,2,99,4,4,99,4,99,99,99,99,99,0,1% to 5%,Increase
Day 1,08-07-2015,COMPLETED,1321116033605,2,,1,1,,,1,,,1,,1,,,,1,,,,,,,,1,1,,,9,8,0,1,0,0,1,0,1,3,0,8,2,4,1,9,10,9,9,9,8,10,9,10,9,10,10,2,2,0,0,1,3,1% to 5%,Don’t know
Day 1,08-07-2015,COMPLETED,1021116035671,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,6,6,4,10,5,8,5,5,6,7,7,7,7,8,7,7,6,7,6,5,6,3,6,8,9,9,5,5,6,6,,
Day 1,08-07-2015,COMPLETED,1501116028542,2,1,1,1,,,1,,,1,,1,,,1,1,1,1,,,,,,1,1,,,13,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,2,Don’t know,
Day 1,08-07-2015,COMPLETED,1911116022511,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,10,10,10,10,10,10,9,9,9,99,9,9,9,6,6,6,4,7,5,6,8,8,8,8,,9,9,,,9,8,,Prefer not to say
Day 1,08-07-2015,COMPLETED,1011116029521,9,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,2,6,99,6,7,4,99,10,99,10,10,10,10,10,10,9,10,9,10,9,10,9,9,10,10,10,99,99,99,99,99,9,16% to 25%,Stay the same
Day 1,08-07-2015,COMPLETED,1381116025625,10,,1,,,,,,,,,,,,,,,,1,,,,,,,,,3,1,7,6,5,8,6,7,7,7,7,7,6,10,7,7,9,8,7,,8,8,8,9,10,10,9,5,5,6,6,5,9,51% to 75%,Increase
Day 1,08-07-2015,COMPLETED,1461116031008,9,,,1,,,1,,,1,,,,,,1,,,,,,,,,,,,5,3,8,8,8,7,8,8,9,9,9,9,9,9,9,8,8,9,8,8,8,8,8,8,8,9,7,6,6,6,6,6,8,1% to 5%,Stay the same
Day 1,08-07-2015,COMPLETED,1161116021939,7,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,4,,8,7,9,7,8,8,7,7,7,7,6,7,7,8,8,5,6,5,7,6,99,99,99,9,9,7,7,7,7,7,7,1% to 5%,Increase
Day 1,08-07-2015,COMPLETED,1911116035786,5,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,4,4,99,99,99,99,99,99,0,2,6,3,0,3,0,7,7,6,7,5,0,7,99,99,99,99,99,99,99,99,,99,1,16% to 25%,Decrease
Day 1,08-07-2015,COMPLETED,1151116019701,0,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,4,,3,3,4,99,3,3,4,5,5,4,4,5,4,0,5,2,0,5,0,1,99,99,99,99,99,4,2,2,2,2,1,26% to 50%,Decrease
Day 1,08-07-2015,COMPLETED,1151116013962,5,,,1,1,1,1,1,,,,,,,,1,,,,,,,,,,,,7,6,7,7,7,7,7,7,1,5,1,1,1,5,1,5,5,5,5,5,4,5,5,1,0,0,5,5,5,5,5,5,5,16% to 25%,Don’t know
Day 1,08-07-2015,COMPLETED,1261116030296,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,7,7,7,5,7,7,9,7,9,10,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,99,99,99,99,99,9,,Prefer not to say
Day 1,08-07-2015,COMPLETED,1149816000357,10,1,1,1,,1,1,1,,1,,1,,,,1,1,,,,1,1,,1,,,,14,1,7,7,5,5,7,6,7,7,6,7,6,6,7,7,8,7,7,7,7,7,8,6,0,8,3,8,6,99,7,99,8,51% to 75%,Stay the same
Day 1,08-07-2015,COMPLETED,1771116001128,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,1,5,3,6,6,4,4,4,1,6,6,4,4,4,2,5,6,2,6,3,3,6,6,6,6,6,5,5,5,4,5,4,51% to 75%,Increase
Day 1,08-07-2015,COMPLETED,1611116005282,10,1,1,,,,,,,,,,,,,1,,,1,1,,,,,,,,6,4,99,99,99,99,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,8,6% to 15%,Stay the same
Day 1,08-07-2015,COMPLETED,1111116009325,3,,1,,1,,,1,,,,,,,,1,,,,,,,,,,,,5,5,0,0,0,0,1,0,2,0,2,1,0,3,1,6,6,5,6,5,5,5,1,1,3,3,2,1,0,0,0,0,2,1% to 5%,Decrease
Day 1,08-07-2015,COMPLETED,1641116025034,0,1,,,,1,,,,1,,,,,,1,,1,,,,,,,1,,,7,5,10,8,8,9,9,9,10,8,8,8,8,5,8,0,9,9,0,10,0,2,9,10,8,8,9,8,9,10,7,8,2,26% to 50%,Decrease
Day 1,09-07-2015,COMPLETED,1691116029619,8,,1,,,,,,,1,,,,,,,,1,1,,,,,,,,,5,3,8,8,8,8,8,8,8,8,8,6,6,8,7,8,8,8,9,9,7,8,8,6,8,6,7,7,7,7,7,7,8,26% to 50%,Increase
Day 1,08-07-2015,COMPLETED,1961116009674,5,,1,,,,1,,,1,,,,,1,1,1,1,1,,1,,,,1,,,11,2,8,9,9,7,9,9,7,6,7,7,6,4,6,3,8,3,3,5,3,3,8,8,7,8,8,9,9,8,8,9,5,51% to 75%,Decrease
Day 1,08-07-2015,COMPLETED,1321116027479,10,1,1,1,1,1,,1,1,1,1,1,,,1,1,,1,1,1,,,1,1,1,,,19,10,,9,9,9,9,10,8,8,8,8,8,8,9,10,10,9,9,9,8,9,9,9,8,10,10,8,8,8,8,9,10,26% to 50%,Increase
Day 1,08-07-2015,COMPLETED,1161116016208,0,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,5,0,3,5,3,0,4,5,0,0,0,10,0,0,16% to 25%,Prefer not to say
Day 1,08-07-2015,COMPLETED,1361116035595,8,1,1,1,1,1,,,1,1,,,,,,1,,1,,,1,1,,1,1,,,14,,7,9,10,8,9,9,6,6,6,6,6,6,6,9,9,7,8,9,8,8,8,7,6,7,7,9,7,8,8,8,8,6% to 15%,Increase
Day 1,08-07-2015,COMPLETED,1281116031170,6,,1,,,,,1,,1,,,,,,1,,,,,,,,,,,,5,4,5,6,6,4,5,5,4,3,5,3,4,4,5,4,5,4,5,4,,5,3,3,3,3,3,4,4,4,4,4,4,1% to 5%,Increase
Day 1,08-07-2015,COMPLETED,1311116025200,10,,1,,,,,1,,1,,,,,,1,,,,,,,,,,,,5,1,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,10,,,,10,10,10,10,10,10,10,10,10,10,10,76% to 99%,Stay the same
Day 1,08-07-2015,COMPLETED,1251116001211,10,,1,1,1,1,,1,1,1,,1,,,,,1,,,,,,1,,,,,11,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,51% to 75%,Increase
Day 1,08-07-2015,COMPLETED,1791116039546,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,9,0,7,0,7,5,6,0,7,0,7,8,2,99,99,0,10,99,8,8,9,9,9,5,7,0,99,99,99,2,7,,Don’t know
Day 1,08-07-2015,COMPLETED,1771116017812,9,1,1,1,,1,1,1,1,1,1,,,,1,1,1,,,,,,1,,1,,,16,8,99,99,9,99,99,99,8,8,9,8,8,9,8,9,9,9,8,99,9,9,9,9,99,0,9,9,99,99,9,99,8,16% to 25%,Increase
Day 1,08-07-2015,COMPLETED,1021116025696,0,,1,,,,,,,,,,,,,1,,,,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1% to 5%,Decrease
Day 1,08-07-2015,COMPLETED,1721116009250,10,,1,1,1,,,,,1,,1,,,,1,,,1,,,,,1,1,,,10,10,,,,,,,,,,,,,,9,9,9,9,9,9,9,,,,,,,,,,,9,6% to 15%,Stay the same
Day 1,08-07-2015,COMPLETED,1531116029214,2,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,,1,,1,1,,,20,15,1,1,1,7,1,1,1,0,0,5,0,7,1,8,8,9,5,9,5,7,0,4,4,99,1,4,7,3,4,4,2,Prefer not to say,Decrease
Day 1,08-07-2015,COMPLETED,1141116015619,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,9,3,9,9,5,6,5,4,5,4,5,7,5,9,9,9,9,8,8,9,3,8,8,3,8,3,6,6,9,3,7,,Stay the same
Day 1,08-07-2015,COMPLETED,1031116002899,10,,1,,,,,,,,,,,,,1,,,,,,,,,,,,3,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,26% to 50%,Increase
Day 1,08-07-2015,COMPLETED,1221116017628,9,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,1,8,8,9,9,8,9,9,9,9,8,8,9,9,8,9,8,8,8,8,9,10,10,9,10,10,8,,8,8,8,9,76% to 99%,Increase
Day 1,08-07-2015,COMPLETED,1741116029763,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,8,8,8,7,8,8,8,7,7,8,8,7,8,8,8,7,8,8,7,8,8,8,7,8,8,7,6,6,6,7,8,,Stay the same
Day 1,08-07-2015,COMPLETED,1981116001261,8,,,,,,,,,1,,,,,1,,,,,,,,,,,,,3,1,10,10,10,8,10,10,9,8,9,9,6,9,8,9,10,9,9,9,9,9,7,7,5,7,7,10,10,10,10,10,8,51% to 75%,Increase
Day 1,08-07-2015,COMPLETED,1161116039636,8,1,,,,,,,,,,,,,1,,,,,,,,,,,,,3,2,6,6,7,6,7,6,7,6,7,8,7,7,7,8,9,8,8,9,7,8,7,99,7,8,8,7,7,7,7,7,7,26% to 50%,Increase
Day 1,08-07-2015,COMPLETED,1671116022415,7,,,,,,1,1,,1,,,,,,1,1,,,,,,,,,,,6,1,8,9,10,9,10,10,8,9,10,9,6,3,9,4,10,7,99,9,6,4,7,9,0,99,6,10,10,8,8,4,8,26% to 50%,Don’t know
Day 1,08-07-2015,COMPLETED,1041116011941,7,,,,,,,,,,,1,,,1,,1,1,,,,,,,,,,5,3,7,7,7,7,7,8,8,8,8,8,9,8,9,7,6,5,6,7,7,7,6,7,7,7,7,5,7,7,7,8,7,Don’t know,Stay the same
Day 1,08-07-2015,COMPLETED,1681116013174,4,,1,,,1,1,,,,,,,,,1,,,,,,,,,,,,5,1,10,10,10,10,10,10,10,10,10,10,10,3,9,10,10,10,10,10,10,10,10,10,4,4,8,10,10,10,10,10,10,51% to 75%,Stay the same
Day 1,08-07-2015,COMPLETED,1641116030768,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,10,9,10,10,10,10,4,9,9,9,0,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,,Increase
Day 1,08-07-2015,COMPLETED,1471116037930,10,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,4,2,99,99,99,99,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,10,10,10,10,7,7,7,7,7,9,6% to 15%,Don’t know
Day 1,08-07-2015,COMPLETED,1491116020562,6,,1,1,,,,1,,1,,,,,1,,1,1,,,,,,,,,,8,7,2,3,3,4,2,3,4,99,99,99,2,5,99,7,8,7,7,8,7,6,6,7,6,7,6,4,4,5,4,4,5,51% to 75%,Increase
Day 1,08-07-2015,COMPLETED,1831116037705,8,1,1,1,,1,,,1,1,,,,,,1,1,1,,1,,1,,,,,,12,1,9,9,10,8,10,10,10,5,10,9,9,6,10,10,10,10,10,9,9,10,9,9,10,10,10,10,10,10,10,10,10,16% to 25%,Don’t know
Day 1,08-07-2015,COMPLETED,1121116002147,8,,1,,,,,1,,1,,,,,1,1,1,1,,,,,,,,,,8,2,4,4,8,4,8,7,99,99,99,99,99,99,99,,8,8,8,8,8,8,99,99,99,4,99,10,9,9,9,9,7,26% to 50%,Stay the same
Day 1,08-07-2015,COMPLETED,1711116016472,8,,,1,,,,,,1,,,,,,,,,,,,,,,,,,3,,99,99,99,99,99,,5,4,8,5,6,3,6,7,7,5,6,99,6,6,99,99,99,8,8,99,99,99,99,99,7,Don’t know,Don’t know
Day 1,08-07-2015,COMPLETED,1351116025108,7,1,1,1,,,1,,1,1,1,1,,,,,1,1,1,,,1,1,1,1,,,16,6,5,0,7,0,2,0,0,0,8,8,7,4,0,7,8,5,8,8,7,6,9,9,6,9,8,0,0,0,0,0,6,Don’t know,Don’t know
Day 1,08-07-2015,COMPLETED,1911116017312,3,1,1,1,,1,,1,,,,1,,,1,1,1,1,1,,,1,,,,1,,14,,99,99,99,99,99,99,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,99,0,99,0,99,99,99,99,99,1,1% to 5%,Prefer not to say
Day 1,08-07-2015,COMPLETED,1921116017496,10,,1,,,,1,1,,1,,1,1,,1,1,1,1,,1,,,,,1,,,13,1,99,10,99,99,99,99,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,99,99,99,99,99,10,Don’t know,Increase
Day 1,08-07-2015,COMPLETED,1341116036999,6,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,4,3,7,7,7,7,7,7,4,3,4,6,5,2,4,8,8,3,8,9,5,7,4,1,3,5,3,6,7,6,5,5,5,6% to 15%,Stay the same
Day 1,08-07-2015,COMPLETED,1061116031784,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,8,8,8,8,8,8,7,1,7,6,2,3,4,8,9,2,9,10,10,5,9,9,9,7,9,8,8,8,8,8,8,,Increase
Day 1,08-07-2015,COMPLETED,1011116001442,10,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,4,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,76% to 99%,Stay the same
Day 1,08-07-2015,COMPLETED,1621116007436,0,1,1,,,,,,,,,1,,,,,1,,1,,,,,,,1,,7,7,4,4,9,7,9,6,5,3,8,3,1,8,4,8,8,8,8,8,8,0,9,0,0,,0,7,7,3,8,3,0,26% to 50%,Stay the same
Day 1,08-07-2015,COMPLETED,1631116024857,9,,1,,1,,,1,,1,,,,,,1,,,,,,,,,,,,7,6,3,3,7,6,3,1,9,2,10,10,9,8,10,10,9,7,9,9,10,8,9,9,3,10,10,7,8,8,8,6,8,26% to 50%,Increase
Day 1,08-07-2015,COMPLETED,1341116037795,0,,1,1,,1,,1,,1,,,,,1,1,1,1,1,,,,,,,,,11,,1,1,99,1,1,1,1,3,99,1,3,7,1,,7,7,7,,7,7,7,7,7,7,2,1,1,1,1,1,1,1% to 5%,Decrease
Day 1,08-07-2015,COMPLETED,1661116016519,9,1,,,,,1,1,,1,1,,,,,1,,,,,,,,,,,,8,1,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,51% to 75%,Increase
Day 1,08-07-2015,COMPLETED,1051116008034,8,1,,1,,1,1,,1,,,1,,,,1,1,,,,,,,,,,,9,7,10,10,10,9,10,10,7,6,8,7,6,7,7,8,9,9,8,8,8,8,8,8,6,7,7,10,10,10,10,10,8,16% to 25%,Increase
Day 1,08-07-2015,COMPLETED,1211116020575,5,1,1,1,,,,1,,,,,,,1,1,1,1,1,,,,,,,,,10,8,1,1,1,1,1,1,1,2,1,99,4,5,1,8,8,9,8,8,8,8,8,8,8,8,8,5,5,4,5,5,4,Don’t know,Decrease
Day 1,08-07-2015,COMPLETED,1271116032666,10,1,1,,1,,1,1,,1,,,,,,1,,,,,,,,,,,,9,9,9,8,9,4,10,99,7,99,99,99,6,9,99,9,2,2,9,3,7,6,10,5,99,3,99,99,99,99,99,99,9,51% to 75%,Increase
Day 1,08-07-2015,COMPLETED,1391116014781,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,7,8,7,8,8,7,8,7,8,8,9,8,9,7,7,6,7,6,6,7,7,8,7,7,7,7,7,7,7,7,8,,Stay the same
Day 1,08-07-2015,COMPLETED,1571116021286,10,,1,,,,,1,,1,1,,,,,1,,1,,,,1,,,,,,8,2,9,8,10,8,8,9,9,10,10,9,9,,9,10,8,10,9,10,9,9,9,9,9,9,9,8,8,8,8,8,9,16% to 25%,Stay the same
Day 1,08-07-2015,COMPLETED,1761116023571,10,,,1,,1,1,,,1,1,,,,,1,,,,,,,1,,,,,8,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,51% to 75%,Stay the same
Day 1,08-07-2015,COMPLETED,1831116018191,0,,1,,,,1,1,,1,,1,,,1,,1,,,,,,,,,,,8,1,99,99,99,99,0,0,0,0,0,0,0,0,0,6,8,3,6,7,6,6,99,99,99,99,0,0,0,0,0,0,0,Prefer not to say,Prefer not to say
Day 1,08-07-2015,COMPLETED,1631116022377,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,5,4,4,6,5,5,5,5,5,5,5,5,4,3,5,4,6,3,4,4,5,4,5,4,5,5,5,5,5,4,76% to 99%,Stay the same
Day 1,08-07-2015,COMPLETED,1251116003555,4,1,1,,1,,1,1,,1,,,,,,1,,,,,,,,,,,,8,5,99,99,99,99,99,99,4,99,7,7,4,5,4,6,6,3,3,3,3,4,99,3,6,6,6,99,99,99,99,99,5,16% to 25%,Prefer not to say
Day 1,08-07-2015,COMPLETED,1431116014452,5,,,1,,,1,,,1,,,,,,1,,,,,,,,1,1,,,7,4,99,3,99,99,99,99,7,6,8,8,5,3,6,8,8,3,8,8,8,6,99,3,3,99,3,99,99,99,99,99,6,16% to 25%,Don’t know
Day 1,08-07-2015,COMPLETED,1351116008815,10,,1,,,,,,,,,,,,,,1,,,,,,,,,,,3,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,51% to 75%,Don’t know
Day 1,08-07-2015,COMPLETED,1361116028423,4,1,1,1,,1,,,1,1,,,1,,1,1,,1,,,,,,1,,,,12,8,0,0,0,0,0,0,0,0,0,0,0,5,0,10,10,5,5,6,10,9,9,9,9,,0,0,2,2,0,0,0,1% to 5%,Stay the same
Day 1,08-07-2015,COMPLETED,1561116021986,7,1,1,1,,1,,1,,1,,1,,,1,1,1,1,1,,,,,,,,,13,5,,10,10,99,10,10,10,10,10,10,7,5,,10,10,,10,10,10,,99,6,0,99,,10,10,10,10,10,10,26% to 50%,Stay the same
Day 1,08-07-2015,COMPLETED,1751116016454,5,,1,1,,,,1,1,1,1,1,,,,1,1,,,1,1,1,,1,,,,14,,7,6,10,4,10,10,10,6,10,9,7,4,9,4,6,6,3,3,3,6,7,7,6,6,6,7,7,7,7,7,6,16% to 25%,Stay the same
Day 1,08-07-2015,COMPLETED,1511116026941,9,1,1,1,,,1,1,1,1,1,1,,,1,1,1,1,1,,,1,1,1,1,1,,20,2,9,9,9,8,10,9,10,9,10,10,9,10,9,9,9,8,8,9,8,9,9,8,8,5,7,9,8,9,8,9,8,Prefer not to say,Increase
Day 1,08-07-2015,COMPLETED,1299816000415,5,,1,,,,,1,,,,,,,,1,,1,,,1,,,,,,,6,5,3,0,0,0,0,0,0,0,0,5,0,0,0,7,5,3,5,7,5,5,3,5,5,7,5,4,0,1,,3,3,Prefer not to say,Prefer not to say
Day 1,08-07-2015,COMPLETED,1641116018160,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,4,5,2,5,5,5,4,6,4,5,6,5,0,5,0,0,5,0,0,3,5,5,3,3,5,5,2,3,2,4,Prefer not to say,Prefer not to say
Day 1,08-07-2015,COMPLETED,1771116034548,10,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,,,1,1,,,20,2,7,4,10,6,10,8,9,10,10,10,7,6,10,7,8,6,10,5,7,10,3,6,1,2,6,10,10,10,10,10,7,16% to 25%,Don’t know
Day 1,08-07-2015,COMPLETED,1791116011942,0,1,1,1,,1,1,1,,1,1,1,,,1,1,1,1,,,,1,,1,1,,,17,,1,4,4,5,3,3,1,3,1,2,0,1,2,6,10,3,8,2,6,4,2,3,8,5,2,3,3,5,4,3,1,1% to 5%,Increase
Day 1,08-07-2015,COMPLETED,1831116021244,0,,1,1,,,,,1,,,,,,,1,1,1,1,,,1,,,1,,,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6% to 15%,Decrease
Day 1,08-07-2015,COMPLETED,1591116016180,0,1,1,1,,1,1,,1,,,,,,,,1,,,,,,1,1,1,1,,12,11,5,3,7,0,7,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,0,0,0,0,26% to 50%,Decrease
Day 1,08-07-2015,COMPLETED,1581116029483,5,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,,,1,,1,,,,18,6,99,99,99,99,99,99,8,8,10,6,8,6,8,99,8,8,8,99,99,8,99,99,5,7,6,99,99,99,99,99,7,Don’t know,Don’t know
Day 1,08-07-2015,COMPLETED,1401116029597,6,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,1,1,1,,,21,6,99,99,99,99,99,99,8,8,8,8,8,6,8,99,99,99,99,99,99,99,99,7,99,99,6,99,99,99,99,99,7,Don’t know,Don’t know
Day 1,08-07-2015,COMPLETED,1451116015601,7,1,,,,,,1,,1,,,,,1,1,1,1,1,,,,,,,,,9,2,99,99,99,99,99,99,8,8,8,8,8,7,8,9,9,9,8,9,9,9,6,7,5,2,7,99,99,99,99,99,7,Prefer not to say,Prefer not to say
Day 1,08-07-2015,COMPLETED,1991116022298,7,,1,,,,,,,,,,,,1,1,,,1,,,,,,,,,5,1,9,9,9,7,9,9,8,8,9,8,8,7,8,8,7,7,4,8,6,6,7,7,99,7,7,7,8,7,8,8,8,26% to 50%,Increase
